X,Y,sitename,featurelocation,objectid
431036.9165,388338.338500001,HALL PARK HEAD,aside flats 50-80,1806
426645.1764,398563.6415,HORNER CLOSE,jct Park Drive Way,1807
435613.6097,388653.068399999,ANDOVER STREET,"next to lighting column no.25, to the side of 160 Fox Street",1808
435025.9183,385919.7608,HARWOOD CLOSE,Opp 14,1809
433390.2301,394026.530300001,SCHOOL LANE,Jct Brook Lane,1810
431728.6276,380149.3826,GLOVER ROAD,jct Baslow Road,1812
433838.9098,388031.236400001,WELLFIELD ROAD,opp 17,1813
432591.5475,388645.340600001,RIVELIN STREET,o/s 60,1814
435247.6939,383484.357899999,NORTON LEES SQUARE,Adj no60a Norton Lees Crescent,1815
436926.9408,387459.85,WHITES LANE,Adj no147 Maltravers Road,1816
433096.0298,389805.8884,CLARENCE ROAD,Jct Dykes Hall Road,1817
441698.1515,381672.036699999,OWLTHORPE RISE,o/s 26,1818
432903.6973,393864.556600001,GRAVEN CLOSE,junction with Stephen Lane,1819
434475.511,385196.9377,MILTON ROAD,Adj no50,1820
431636.9508,383285.354900001,ALMS HILL GLADE,opp 6,1821
436702.2629,390711.7991,LINDLEY ROAD,junction of Cammell Road & Lindley Road,1822
436295.0475,391500.0835,RIBBLE WAY,side No 9,1823
433305.3472,388970.3376,WOODVIEW ROAD,jct Elliotville Street (1st bin),1824
433414.4376,391452.097200001,HALIFAX ROAD,JCT FOX HILL ROAD - S/O L/Col No.174,1825
440859.5216,386206.368799999,RICHMOND ROAD,Jct Handsworth Road,1826
435159.5707,381557.5495,LITTLE NORTON DRIVE,Opp no58,1827
435613.618,396658.966700001,THORNBROOK GARDENS,Opp 2,1828
442537.911,381536.955399999,TOLL HOUSE MEAD,Opp 65,1830
436490.0267,387696.6822,BERNARD ROAD,Jct Cricket Inn Road - on bridge over Sheffield Parkway,1831
439972.386,382868.4442,THORNBRIDGE ROAD,Opp jct Birley Moor Drive,1832
434748.2988,389134.0107,VALE ROAD,Half way up Vale Road.,1833
435717.984,380762.0472,DYCHE ROAD,In shopping precinct car park,1834
430092.9312,388796.4374,ACORN DRIVE,jct Spoon Way,1835
432537.1136,388539.5809,WALKLEY TERRACE,Top of road jct with Robertson Road,1836
434644.0812,397376.2114,IRONSTONE DRIVE,Opp 51,1837
438565.8033,391753.031099999,JARDINE CLOSE,Bottom junction with Jardine Street,1838
430066.6294,386048.913799999,ST ALBANS CLOSE,Jct St Albans Road,1841
434497.0141,384653.2733,GLEN ROAD,10m from jct Abbeydale Road,1842
433826.7236,385045.9409,CHERRY TREE ROAD,jct Union Road,1843
428375.8807,388218.822699999,FLASH LANE,Bottom - Jct Riggs High Road,1845
431018.7609,388218.0429,HALL PARK HILL,Adj 58,1846
434964.2699,385721.817500001,SITWELL ROAD,Sitwell Road on the junction with Sharrow Lane,1847
429803.9336,382602.6403,LONG LINE,o/s house called Stand Hill,1848
433368.4136,391555.3676,BAXTER MEWS,opposite The Mill,1849
435530.3511,384764.4915,NICHOLSON PLACE,o/s 9,1850
436061.0115,384758.1833,EDWIN ROAD,jct Penns Road,1852
428264.9434,398114.0902,HOLLING CROFT,Jct Haywood Lane,1853
434572.5636,393971.9059,WHEEL LANE,Jct Cinder Hill Lane,1854
433329.3403,394083.813899999,WEAVERS CLOSE,o/s no8,1855
433270.5035,386905.2587,SPOONER ROAD,outside Southsea Pub [No 3] junction with Crookes Road,1856
434036.8572,396024.478399999,RALEIGH DRIVE,junction of Raleigh Drive/Mackenzie Crescent corner of 107,1857
431459.2862,384240.841399999,MUSKOKA DRIVE,Nr Jct Ringinglow Road,1859
430617.1274,379724.464199999,OVERCROFT RISE,o/s 6,1860
436864.3608,383502.922599999,GAUNT ROAD,near 383 to 389,1863
433797.5938,388794.547900001,WHITEHOUSE LANE,jct Hawksworth Road,1865
430232.3882,379744.218499999,LANE HEAD ROAD,"on bend/narrow, halfway along",1866
442716.7381,381052.573999999,WILLIAM CRESCENT,Near  No.2 and No.4,1867
440581.391,387010.668500001,SHINING BANK,Adj no14,1868
430493.567,391916.0744,KIRK EDGE DRIVE,Opp 32 - side of garages,1870
427321.222,398595.4024,FOX VALLEY WAY,Opp jct Hunshelf Road,1871
441421.9007,384643.156199999,SHEFFIELD ROAD,opp Hollis Croft,1872
442248.1713,382806.562000001,LINDHOLME GARDENS,Outside 44,1873
431753.4783,386231.921499999,RANMOOR CRESCENT,Adj no23,1874
430542.6086,381290.306,THE MEADWAY,Top - Jct Meadway Drive,1875
436899.9629,383946.0558,SPOTSWOOD PLACE,o/s 1 nr Spotswood Road,1876
440198.1193,384235.263,YOULGREAVE DRIVE,Jct Alport Road,1877
434354.1189,394635.9958,WHITLEY LANE,"O/s 430, next to post box  - relocated across the road on 24th August 2016 under the agreement of Whitley Residents group",1878
441913.3888,385707.6315,FLOCKTON ROAD,jct Beaver Hill Road,1881
432565.4271,390079.0502,LESLIE ROAD,Junction with Cotswold Road,1882
438304.4266,383465.193399999,KIRKBY VIEW,opp 52,1883
432033.4228,389517.630899999,LOXLEY ROAD,Access road to retirement home on Loxley Park - bin 1 of 2,1887
431497.3702,386224.4036,RANMOOR ROAD,Located on the Junction with Gladstone Road,1888
431777.9166,382937.4045,PETWORTH DRIVE,In Cul De Sac Turning Point,1889
436709.0485,391059.069700001,VICKERS DRIVE,Opp No 134 Vickers Road,1892
433295.7169,394111.6359,NORFOLK HILL,Adj Grenoside Methodist church,1893
439333.806,386115.254899999,DANEWOOD CROFT,O/S 2,1894
429393.8572,386042.595699999,PETERBOROUGH DRIVE,Junction with Peterborough Road,1895
433621.5617,385573.6899,OSBERTON PLACE,o/s No 38,1896
435000.6966,387335.9154,TRIPPET LANE,Near the corner of the junction with Bailey Lane,1897
433296.9372,387996.1864,TOWNEND STREET,opp 75 [o/s 74],1898
430789.3915,393046.5208,COWARD DRIVE,outside 72,1899
436765.7004,384688.8432,DARESBURY CLOSE,OUTSIDE 4,1901
432970.0123,386648.9921,ASHDELL ROAD,Junction with Fullwood Road,1902
430638.1688,381145.327500001,HIGH TREES,Jct Townhead Road,1904
435259.204,393680.6293,BRAILSFORD ROAD,Opposite 22,1905
441998.6263,383423.795299999,DELVES PLACE,junction of Delves Road,1906
428544.0635,397480.521600001,ST MARY CRESCENT,Opp no 40,1907
432452.9315,383755.8102,SILVERDALE ROAD,jct Derriman Glen,1908
442352.933,383629.7663,RAINBOW ROAD,Jct Rainbow Crescent,1909
441410.2834,386511.4914,MEDLOCK CRESCENT,Opp 143,1910
441608.099,382436.377900001,MOORTHORPE RISE,Adj 25,1911
433981.6895,388389.2239,BRANSBY STREET,Opp 4,1912
427629.2327,398264.077299999,HAYWOOD LANE,Outside No 2A (Holly Lodge),1913
442447.6605,384755.404100001,GREENGATE LANE,Opp no12,1914
431503.9003,387038.2706,BARNFIELD AVENUE,junction of Ringstead Avenue,1915
434176.4131,386330.713199999,VICTORIA ROAD,Adj no29,1916
428509.83,397313.9892,TOWNEND LANE,jct St Helens Road,1917
431964.2797,383062.1088,LITTLE COMMON LANE,opp No 12,1918
439684.6829,383403.790999999,BRETTON GROVE,opp Hayfield Cres,1919
439283.7997,386080.024900001,DANEBROOK CLOSE,Adj no9,1920
432499.6563,388019.5997,ST ANTHONY ROAD,jct Tinker Lane,1921
439636.5812,383336.9801,HAYFIELD DRIVE,Jct Hayfield Crescent,1922
435312.4094,384807.1993,ARTISAN VIEW,o/s 97  top of cul de sac,1924
435430.5117,389225.2546,COOKS WOOD ROAD,jct Rutland Road,1925
431765.3676,387482.7434,BACK LANE,Just below Stephen Drive,1926
428387.6382,397423.937799999,ST HILDA CLOSE,St Mathias Road Jn,1927
435525.3299,383035.646400001,MOUNT VIEW ROAD,o/s 70,1929
439212.6284,385007.5919,MASEFIELD ROAD,Adj no32,1930
433620.8362,387725.264,WARRINGTON ROAD,Jct Beehive Road,1931
434214.0931,383032.847200001,HOLMHIRST CLOSE,Adj garages,1932
432820.3067,389658.8605,OAKLAND ROAD,o/s 80,1933
434540.0863,384072.909499999,AUKLEY ROAD,jct Athol Road,1934
432450.9609,380492.3344,ROSAMOND AVENUE,Hardstand Nr No 74,1935
427133.1274,397624.1205,SPINK HALL LANE,outside 15 junction Coal Pit Lane,1936
432341.549,387734.8213,ST ANTHONY ROAD,on bend opp 98,1937
434429.0336,391832.0584,KYLE CRESCENT,outside 100,1938
432337.8222,387007.5494,TAPTON BANK,jct Tapton Hill Road,1939
431654.8508,387211.691,DEN BANK DRIVE,Adj no532 Manchester Road,1941
434602.2293,387602.979,UPPER ALLEN STREET,jct Radford St,1942
435368.0965,390984.970899999,EVERINGHAM PLACE,o/s 20,1943
440554.8419,383998.7707,NETHERWOOD AVENUE,Adj no1,1945
431795.0911,383573.712400001,PARKHEAD CRESCENT,On the side which includes 39,1946
433897.7466,387270.4342,WESTERN BANK,Exit pathway from Weston Park,1947
430672.9218,385934.4266,CHORLEY ROAD,Stone Delf jct,1949
428406.5029,398090.297,HAYWOOD LANE,Opposite Water Trough (Jct Manchester Road),1950
432268.4318,380651.8287,ROSAMOND PLACE,o/s 2,1951
430153.2933,386544.741900001,REDMIRES ROAD,jct of Hallam Grange Road,1952
430303.543,386521.998400001,THE RIDGE,Jct Redmires Road,1953
434091.0685,385718.658399999,SHARROW VALE ROAD,Nr Cemetery Road Roundabout,1954
436382.1236,386932.321,GRAFTON STREET,Opp no20,1955
432271.5732,384499.217399999,MARSH HOUSE ROAD,"o/s 2, bottom of cul de sac",1956
438017.919,383491.236,HOLLINSEND ROAD,cul de sac nr Gleadless Road,1957
430155.437,388747.3314,SPOON MEWS,o/s 7,1958
428881.5009,397612.4638,THE ROOKERY,opp 65,1960
431632.1522,387308.123400001,DEN BANK CLOSE,jct Den Bank Drive,1961
440232.2126,385710.930600001,RAVENSCROFT CRESCENT,51 Ravenscroft Crescent (AGREED TO BE LOCATED HERE FROM OPPOSITE 75 RAVENSCROFT ROAD AS PER M WISE AND CLIENT),1962
433175.743,393681.089199999,VICARAGE CRESCENT,Top - o/s 2,1963
438659.0385,391656.9586,VAUXHALL ROAD,Opp no81,1965
433254.8297,387271.2839,EMBANKMENT ROAD,o/s 7,1966
433164.4473,389133.111,LONSDALE ROAD,JCT BOWNESS ROAD,1967
436185.7015,387457.850500001,BARD STREET,Community Centre,1968
441253.7675,381979.808599999,BISHOPDALE DRIVE,o/s 18,1970
433750.3084,396058.968499999,BARNES HALL ROAD,jct Bracken Hill,1971
435815.0778,384263.9848,LISMORE ROAD,jct Carrfield Ave,1973
433744.5286,395184.3489,WOODSEATS,top of lane [next to sign for Woodseats],1974
439173.4973,391264.390900001,MEADOWHALL ROAD,Adj Meadowhall Bus Interchange,1975
435872.7438,390388.6216,HERRIES ROAD,Above Jct Norwood Road,1977
435065.3132,383064.4081,OLIVET ROAD,on verge nr no 66,1978
427131.9813,397900.871300001,GRAYSON CLOSE,Outside No 2,1979
433533.6694,397874.208900001,SUNDEW GARDENS,opp 82,1980
433910.7902,384032.540999999,FOSSDALE ROAD,Opp no27,1982
435092.7198,382917.8201,HELMTON DRIVE,o/s 40,1983
442451.4863,383757.1798,RAINBOW AVENUE,Junction Rainbow Grove,1984
432050.2592,391033.9069,DYKEWOOD DRIVE,To the front of no. 66 (From enquiry 1563487),1985
431714.6193,388791.2589,DEER PARK ROAD,o/s 277A [jcn Deer Park Rd],1987
428095.392,397732.329500001,CARR ROAD,Jct Carr Close,1988
435937.6819,388715.170600001,KILTON HILL,jct Burngreave Road,1989
430271.7501,379982.170399999,PENNY LANE,nr Cricket Inn Pub,1991
436956.1365,383338.229800001,GAUNT WAY,Adj flats no24/34,1992
438949.7923,384692.5121,MANSFIELD DRIVE,opposite 14,1993
435458.8005,383993.7721,BISHOPSCOURT ROAD,o/s 80 - jct Norton Lees Lane,1995
430480.5398,385781.5604,SLAYLEIGH DELPH,Jct Slayleigh Lane - O/S 30,1996
439993.9881,384263.125,LINLEY LANE,Grass Verge c.d.s - opp 97,1997
432718.81,389658.090700001,WOOD ROAD,Rippon Road Jn,1998
435686.4878,380439.2796,BATEMOOR ROAD,1 of 2 at the Ambulance Station,1999
436274.7894,384711.696599999,DERBY STREET,"Adj Playground, near Flat 246",2001
436067.1128,388526.3347,BRUNSWICK ROAD,jct Andover Street,2002
434409.1465,383382.587099999,PERIGREE ROAD,opp No 4,2003
433947.5385,396400.7807,CHARLTON HILL RISE,o/s 34,2005
432984.8204,387719.015799999,NEWENT LANE,jct Newbury Road,2006
432384.918,384326.426899999,RYEFIELD GARDENS,junc knowle lane,2008
434098.8601,390887.8687,SCRAITH WOOD DRIVE,on bend - just below 1-19,2010
434086.1627,388289.5625,BRANDRETH ROAD,Junction of Brandreth Road and Close and Upperthorpe,2011
432797.4926,380668.054099999,TWENTYWELL LANE,Jct with Twentywell Road,2012
431848.247,391128.3399,QUEENSWOOD ROAD,Opp 23,2014
434179.2,396764.126599999,CHARLTON DRIVE,o/s 40,2015
436443.8297,392538.2963,MOLINEAUX ROAD,Opp 105,2016
435936.6924,389953.7761,CRABTREE ROAD,Rear of 68 Norwood Road - near Crabtree Lane,2017
434709.9181,396579.569499999,BLACKBURN CRESCENT,Opposite no 51- jct Chamberlain Court,2018
433683.2018,395538.997300001,ELLIOT LANE,Penistone Road jct,2019
438345.6684,384600.9683,NEWLANDS ROAD,Jct Ridgehill Avenue [junction of The Parade outside no 138],2020
432392.2314,384878.6788,ANSELL ROAD,junction Ansell Road & Falkland Road,2023
431210.3431,385949.9822,STUMPERLOWE CRESCENT ROAD,Adj no31/33,2024
435411.8696,387223.0777,SURREY STREET,o/s Montgomery Hall,2025
435351.557,387074.5703,PINSTONE STREET,jct St Paul's Parade,2026
433322.3815,383092.0802,TERMINUS ROAD,outside Ranulf Court,2027
433792.622,387896.455,ROEBUCK ROAD,jct Burns Road,2028
433242.7094,387216.2097,ROSLIN ROAD,o/s 36,2029
432262.1078,380298.9498,WOLLATON ROAD,opp No 1,2031
436125.9826,388654.787900001,BRESSINGHAM ROAD,Junction with Grimesthorpe Road South,2034
425839.1722,398800.4538,SMITHY MOOR AVENUE,Bottom of Cul-de-sac,2035
432708.9489,384971.7322,MURRAY ROAD,corner of Glenalmond Road and Murray Road,2036
439134.6713,383465.373400001,JAUNTY AVENUE,opp 60,2038
433736.3577,389177.768200001,CHANNING GARDENS,Adj no53,2040
428877.2134,397890.3243,WILSON ROAD,top of steps leading to Manchester Road,2041
435517.8433,385199.457,RICHARDS ROAD,nr jct Anns Road (entrance Heeley City Farm) - bin 1 of 2,2042
434574.5836,393972.0759,THE WHEEL,Opp 245,2045
441246.4376,385075.1426,SEVERNSIDE PLACE,o/s 26,2046
434271.1324,382425.391100001,ROXTON ROAD,jct Strelley Avenue,2047
431740.6984,387421.6009,STEPHEN DRIVE,opp 6,2048
440076.7438,383370.490499999,HAZELBADGE CRESCENT,O/S NO.13,2049
435111.9225,387530.6697,HAWLEY STREET,Located near to the junction with Tenter Street Roundabout next to street lighting column No.1.,2050
433671.4691,384526.239700001,UNION ROAD,jct Brincliffe Edge Road,2051
436240.0035,390087.1479,HAMPTON ROAD,Jct Firvale place,2053
434142.1631,397131.7214,GREENGATE COURT,Adj Pheonix PH,2057
433451.5898,388125.7094,JOSEPH ROAD,(PRIVATE) o/s 9,2058
440625.7659,387071.5111,SHINING BANK,Adj no39,2059
432224.8401,383926.711300001,CORTWORTH ROAD,On pavement at steepest part of road,2060
433920.5606,388127.468900001,SPRINGVALE WALK,top - near Ashberry Road,2061
436938.4426,383734.7563,OVEREND CLOSE,Overend Close at junction Overend Road,2062
433294.9584,389344.180600001,MORLEY STREET,The corner of Morley Street and Walkley Lane,2064
430568.3991,391977.176899999,TOP ROAD,jct Kirk Edge Road,2065
435604.5814,395580.4255,STUART ROAD,At the side of 14 Cowley View Road,2066
432978.0595,385495.2623,HUNTER HOUSE ROAD,o/s 107,2067
435741.0619,384671.168199999,CARRFIELD DRIVE,jct Carfield Road,2069
433076.0438,384696.9109,BANNERDALE VIEW,jct Bannerdale Close,2071
433049.0494,380213.9441,BRADWAY GRANGE ROAD,Jct Bradway Road,2072
430630.6164,380030.6066,HILLFOOT ROAD,Above Crown Inn,2073
433652.1014,393938.295499999,CINDER HILL LANE,opp Jct Grenfolds Road,2074
433215.5667,385661.4647,PINNER ROAD,junction with Hunter House Road,2075
437575.9837,391395.3934,WINCOBANK CLOSE,opposite flats 1-19,2077
433920.6184,388268.568499999,BIRKENDALE ROAD,o/s 26,2078
431799.6506,385058.327400001,HIGHCLIFFE DRIVE,o/s 27,2079
443422.268,381890.034299999,CHALLONER GREEN,o/s No 30,2080
431347.8295,388215.9835,ONCHAN ROAD,junction Liberty Road,2082
442541.984,381611.494000001,WESTFIELD CRESCENT,Adj 49,2083
433385.7035,389750.4343,BRADFIELD ROAD,In shopping car park,2084
434221.3405,383262.7114,PERIWOOD LANE,junction Fraser Road,2085
438902.5728,385741.981699999,VIKINGLEA DRIVE,o/s 101 in the square,2086
433397.6671,385435.4594,BRINCLIFFE CRESCENT,jct Psalter Lane,2087
433563.1125,392398.816199999,POWLEY ROAD,Outside 32,2088
434043.3378,397731.5397,EAGLETON RISE,"(against fence, side of No 8 - in turning head)",2089
441635.2582,382278.903000001,LEEBROOK AVENUE,side of No 2,2090
432408.4412,390619.815400001,WALDERS AVENUE,Walders Avenue outside house No.38,2091
441554.8276,383380.2577,COTLEIGH CRESCENT,O/S SPRINGWATER HOUSE,2093
432322.5441,389034.499199999,STANNINGTON RISE,Jct Stannington Road,2094
437551.4877,383215.4449,MORLAND PLACE,Top side of garages opp 30,2095
435946.6277,386193.162599999,NORFOLK PARK ROAD,Adj ent Brix Apartments approx 20m from jct East Bank Road,2096
434042.7937,396430.7621,CHARLTON HILL RISE,Mount Road,2097
434325.4426,391207.3772,POLLARD CRESCENT,o/s 22,2098
441258.0796,384895.8839,HARDCASTLE ROAD,Jct Stradbroke Road,2099
432514.9261,389624.4704,HIBBERD PLACE,Jct Dykes lane,2100
430936.8874,380720.539100001,FURNISS AVENUE,opp 93,2101
432221.9791,390487.2534,LAIRD ROAD,jct Wadsley Park Crescent,2102
432682.6637,393952.1216,HOLLY HOUSE LANE,O/S 1,2103
438014.687,383150.2136,HERDINGS VIEW,Adj no36,2105
432402.7933,383990.713,SILVERDALE CROFT,outside number 5,2107
433472.994,388621.3475,INDUSTRY STREET,Jct Walklet Street,2108
435581.924,395818.3674,PARK AVENUE,jct Park Terrace,2109
437224.9668,385900.726299999,ST AIDAN'S WAY,o/s 14,2111
432465.6536,380679.150900001,ROSAMOND AVENUE,Outside no 77,2112
432832.8474,390837.403200001,WITHENS AVENUE,low side of 3,2113
436824.5783,384562.439300001,NEWFIELD GREEN ROAD,o/s 49,2114
435639.2271,391801.657099999,EMERSON CRESCENT,o/s 128,2115
433041.2414,385495.2523,HUNTER HILL ROAD,Jct Roach Road,2116
431297.9716,387265.525599999,HAGG LANE,Jct Den Bank Crescent,2117
429781.4575,394912.726600001,BRIGHTHOLMLEE LANE,jct Brightholmlee Court,2119
433526.4467,385636.831800001,STEWART ROAD,top - jct Beresford Road (o/s 51),2120
427921.1903,398591.183700001,FOX VALLEY WAY,Approx 500m From jct A616,2122
436293.1264,391544.990599999,BARNSLEY ROAD,Jct Stubbin Lane,2123
439371.7663,384723.733200001,CARPENTER GARDENS,Outside No 1 - checked November 2016 could be mistaken for one near to 38 that customer reports,2124
436271.3183,387320.819800001,BLACKWELL CLOSE,junction,2126
428114.1907,397290.266000001,PEN NOOK DRIVE,jct Pen Nook Close,2128
427765.2597,398131.805199999,HOWSON ROAD,top of road,2129
432544.9464,388631.884500001,ROBERTSON DRIVE,jct Robertson Road,2130
442403.8463,382774.301200001,LUNDWOOD GROVE,Opposite no 25,2131
433988.2361,384459.3389,NETHER EDGE ROAD,Jct Brincliffe Edge Road,2132
431831.056,391055.5207,QUEENSWOOD ROAD,Jct Worrall Road,2133
434541.9167,382933.215700001,MOOR VIEW ROAD,junction of Holmhirst Road next to No 2,2134
441004.8573,382878.3014,MOORTHORPE GARDENS,side of 8,2135
435490.6594,388684.249500001,ANDOVER DRIVE,junction Andover Street,2136
431190.6786,380689.168099999,DURVALE COURT,outside 39,2138
434772.3661,394889.2333,WHITLEY LANE,Jct Elliot Lane,2139
431889.497,383097.488700001,LITTLE COMMON LANE,Adj Trent Palliative care center,2140
431957.0983,380568.9925,WEST VIEW LANE,(PRIVATE) Side of Flats 1 - 6 (Bin 2 of 2),2141
436691.9318,390027.674900001,EARL MARSHAL ROAD,Opp Whiteways Road,2142
431946.1406,388699.945,STANWOOD AVENUE,o/s shops - junction Stannington Road/opposite pilot island opposite No 2,2143
432597.2696,387923.767200001,BOLE HILL LANE,opp 85,2144
436405.8034,392573.236300001,MOLINEAUX ROAD,Opp no111,2145
432261.3163,385135.7752,GREYSTONES CLOSE,o/s 13,2146
433618.9481,385641.500499999,RATCLIFFE ROAD,opp Ashford Road Jct,2148
434305.8523,381282.8881,ALLENBY DRIVE,Adj no14,2149
430703.7088,393005.2226,FOOTGATE CLOSE,o/s 29 & 30 - end of c.d.s,2150
435922.5522,385656.416200001,ST ELIZABETH CLOSE,End of cul-de-sac,2151
435501.3285,396037.7546,CALIFORNIA DRIVE,side of 34,2152
433783.1402,391644.482100001,HALIFAX ROAD,jct Southey Green Road nr White Horse,2153
434717.2562,384673.6175,BROADFIELD COURT,junction Broadfield Way,2154
435459.0396,389612.683700001,FIRSHILL CROFT,Firshill Croft in cul-de-sac near to garages,2156
428647.069,397547.4824,TOWNEND LANE,opp 12,2157
432314.6783,385565.4822,BINGHAM PARK ROAD,o/s 31,2158
431064.7023,389893.4134,THE GROVE,opp No 1,2159
434540.144,392709.3773,WORDSWORTH AVENUE,Near 414 and lighting column no. 69,2160
428125.5937,398060.3956,WOOD ROYD ROAD,"opp 14A, aside public footpath",2161
434139.6566,385515.1766,RUNDLE ROAD,on roundabout junction Kenwood Park Road,2162
435178.8312,396004.584100001,BIRCH AVENUE,opp 40/42,2164
443429.7298,381938.3105,CHALLONER WAY,Jct Challoner Green,2165
432890.9916,384243.140699999,BUTTON HILL,jct Dunkeld Road,2166
432546.9994,391408.6996,WINN GARDENS,Opposite Winn Grove,2167
437800.4308,383859.3906,GREENACRE CLOSE,OUTSIDE 10,2168
432375.6588,386927.1624,VERNON TERRACE,"opp 27, nr top",2169
431403.4094,384297.1753,BARNET ROAD,junction Muskoka Drive,2173
442049.4406,382891.0078,EDENTHORPE GROVE,junction Moorthorpe Way,2174
442671.819,384656.1625,HOOLEY ROAD,junction John Calvert Road - o/s 21,2175
444430.2267,381884.755799999,LONG ACRE WAY,Located on the junction with New Stree,2177
435973.6798,384683.114800001,RALEIGH ROAD,o/s 16,2179
429878.7987,386411.85,WESTMINSTER AVENUE,opp 27-37,2180
431734.0529,391176.676000001,QUEENSWOOD ROAD,jct Queenswood Court,2181
434726.4659,380726.937200001,LOWEDGES ROAD,opp 123 (Jn Toppham Way),2182
431019.1566,385591.844699999,STUMPERLOWE PARK ROAD,jct Fulwood Road,2184
431925.767,382792.915899999,HOLKHAM RISE,o/s 11,2186
443894.8007,384074.499,POPLAR AVENUE,Jct Chestnut Avenue,2189
435124.9662,393674.4311,BUTCHILL AVENUE,On Island Verge Opp No 12,2190
436331.5567,385723.866900001,PARK SPRING DRIVE,opp junction of Frank Wright Close [on confirm as opp jcn Tower Drive],2191
433616.3014,390950.0009,WARDSEND ROAD,"100yds up on right, just before bend",2192
433307.4332,397169.220699999,WESLEY ROAD,side of garages below number 8,2194
438271.6608,383009.153999999,BRIARFIELD AVENUE,o/s 24,2195
439244.5862,384579.534399999,HOLLYBANK CRESCENT,opposite 13 [corner of 8 - 10],2196
431575.2035,388903.8166,MARCHWOOD ROAD,o/s No. 1/Jct Wood Lane,2197
428199.4529,393544.758199999,LUMB LANE,top of drive Lumb Bush Farm Cottage,2198
434093.6575,383356.8144,FRASER ROAD,20m from jct Archer Road,2199
430615.2063,392978.7302,BIRKS WOOD DRIVE,Jct Hawksley Rise,2202
439476.7589,383499.943499999,FOX LANE,Nr Thornbridge Drive,2203
440064.4091,385259.389799999,STRADBROKE CRESCENT,Jct Stradbroke Drive - opp 4,2204
432731.1034,390926.537599999,MARION ROAD,low side of garage adj No. 3,2205
429808.0478,393364.2399,COLDWELL HILL,Top of Hill - s/o Low Fold Farm,2206
435966.622,386674.594699999,BARNES COURT,next to block 2 to 12,2207
434679.4938,383333.2612,WOODSEATS ROAD,"opp 333, o/s sub station",2209
440178.2899,387221.9881,HALL ROAD,Jct Chestnut Avenue,2210
433420.5801,388984.3936,HAMMERTON CLOSE,outside 17 - outside police station,2211
436331.2021,392423.099300001,KINNAIRD PLACE,opp 15 [jcn Valentine Crescent],2213
441771.5408,383209.1567,SHEFFIELD ROAD,Jct Brook Lane,2214
434244.8059,391858.7708,WORDSWORTH CRESCENT,Jct Wordsworth Avenue (Nr No. 1),2216
426713.0168,398045.709799999,MCINTYRE ROAD,Adj no33,2217
436734.0641,383703.3453,OVEREND ROAD,o/s 1 [jcn Blackstock Road],2218
428220.4778,397333.003799999,PEN NOOK GARDENS,on corner between 33 & 35,2219
438712.3263,388404.409600001,DARNALL ROAD,o/s Fire Station,2220
431428.2436,385749.469599999,FULWOOD ROAD,Opp Tom Lane,2221
436038.8817,384635.3485,CAT LANE,Outside Medical Centre,2222
433599.9514,393475.098099999,GRENO CRESCENT,Opp Co-op Pharmacy,2224
432800.4608,385384.454,ONSLOW ROAD,Jct Greystones Road,2226
433112.9074,393761.496099999,VICARAGE ROAD,in cul de sac - between 57/59,2227
435353.643,389682.8336,BATWORTH ROAD,o/s 10 [top of culdesac nr Batworth Drive],2229
429819.5827,394329.763499999,GREEN LANE,opp 20,2230
434458.6663,387670.399700001,ST PHILIP'S ROAD,opp Bramwell St jct,2231
433927.9565,384330.965600001,ARCHER LANE,Outside 26 Archer Lane,2232
435602.5201,383510.0406,WARMINSTER CRESCENT,o/s 40,2233
438888.6964,383107.095899999,BASEGREEN ROAD,Jct Lister Avenue,2234
438814.8207,387147.6193,MATHER ROAD,across from school entrance,2235
431452.2532,384360.777100001,LATHAM SQUARE,end of c-d-s,2237
432725.4061,384794.582900001,BLAIR ATHOL ROAD,junction Gisborne Road,2238
438731.0426,385683.218499999,FAIRFAX ROAD,jct Prince of Wales Road,2240
431395.6591,384614.5744,BENTS GREEN AVENUE,Jct Trap Lane,2241
433643.5266,388523.1556,BURGOYNE ROAD,opp 266,2242
438364.5002,384932.263499999,APPLEGARTH DRIVE,Jct Mansfield Road,2243
432012.5133,389492.5781,LOXLEY ROAD,Access road to retirement home on Loxley Park - bin 2 of 2,2246
435811.2521,389788.943299999,FIRSHILL CRESCENT,Jct Firshill Avenue,2249
437514.3107,383721.9299,FLEURY ROAD,jct Spring Close Mount,2250
441202.2111,382838.932700001,ROYSTON GROVE,jct Royston Close,2252
432220.4208,388889.6007,MIDDLE LANE,Stannington Road Jct,2253
431242.7132,386823.932,SANDYGATE GRANGE DRIVE,o/s No 9,2254
434476.2036,392074.3991,LYTTON AVENUE,o/s No 1 jct Lytton Drive,2255
430934.9663,392987.6077,HOLMESFIELD ROAD,Jct Cowley Road (Top),2257
432305.6665,393528.033,OUGHTIBRIDGE LANE,Opp junction with Stubbing House Lane,2258
432446.5004,386910.1273,TAPTON HILL ROAD,Jct Ryegate Road,2259
437017.9663,385703.862600001,GUILDFORD RISE,OUTSIDE 57 - 73,2262
441666.2019,383232.300100001,FARM VIEW DRIVE,opp 5,2263
433559.1137,386465.9945,CLARKE DELL,jct Clarkehouse Rd,2264
435349.6441,393481.0264,MONTENEY GARDENS,o/s 46,2265
434132.3763,396918.8024,BROOK ROAD,Adj no7,2266
